billing_id,customer_id,bill_date,amount,paid,late_payment
64,11,2024-04-01,988.02,1,0
65,11,2024-05-01,999.63,1,0
66,11,2024-06-01,1091.68,1,0
67,12,2024-01-01,688.33,1,0
68,12,2024-02-01,605.3,1,0
69,12,2024-03-01,637.81,1,0
70,12,2024-04-01,653.58,1,0
71,12,2024-05-01,669.83,1,0
72,12,2024-06-01,555.16,1,0
73,13,2024-01-01,661.57,1,0
74,13,2024-02-01,599.46,1,0
75,13,2024-03-01,622.13,1,0
76,13,2024-04-01,590.95,1,0
77,13,2024-05-01,632.37,1,0
78,13,2024-06-01,585.2,1,0
79,14,2024-01-01,967.1,1,1
80,14,2024-02-01,1029.38,1,0
81,14,2024-03-01,981.46,1,0
82,14,2024-04-01,1095.49,1,0
83,14,2024-05-01,964.08,1,0
84,14,2024-06-01,975.92,0,0
85,15,2024-01-01,2035.55,1,0
86,15,2024-02-01,2070.67,1,1
87,15,2024-03-01,1986.23,1,0
88,15,2024-04-01,2038.42,1,0
89,15,2024-05-01,2006.06,1,0
90,15,2024-06-01,2037.28,1,0
91,16,2024-01-01,330.68,1,0
92,16,2024-02-01,372.99,1,0
93,16,2024-03-01,295.14,1,0
94,16,2024-04-01,292.29,1,0
95,16,2024-05-01,353.96,1,0
96,16,2024-06-01,323.07,1,1
97,17,2024-01-01,2017.22,1,0
98,17,2024-02-01,2094.53,1,0
99,17,2024-03-01,2097.22,1,0
100,17,2024-04-01,2010.99,1,0
101,17,2024-05-01,2062.47,1,0
102,17,2024-06-01,1979.53,1,0
103,18,2024-01-01,306.54,1,0
104,18,2024-02-01,380.9,1,0
105,18,2024-03-01,367.5,1,0
106,18,2024-04-01,325.16,1,0
107,18,2024-05-01,293.78,1,0
108,18,2024-06-01,322.45,1,0
109,19,2024-01-01,627.89,1,0
110,19,2024-02-01,610.5,1,0
111,19,2024-03-01,619.42,1,0
112,19,2024-04-01,652.91,1,0
113,19,2024-05-01,676.85,1,0
114,19,2024-06-01,596.5,1,0
115,20,2024-01-01,649.03,1,0
116,20,2024-02-01,592.14,1,1
117,20,2024-03-01,690.79,1,0
118,20,2024-04-01,693.3,1,0
119,20,2024-05-01,594.32,1,0
120,20,2024-06-01,565.0,1,0
121,21,2024-01-01,1035.94,1,1
122,21,2024-02-01,993.27,1,0
123,21,2024-03-01,968.82,1,0
124,21,2024-04-01,1028.63,1,0
125,21,2024-05-01,987.55,1,0
126,21,2024-06-01,1069.97,1,0
127,22,2024-01-01,1041.93,1,0
128,22,2024-02-01,1040.51,1,0
129,22,2024-03-01,1018.64,1,0
130,22,2024-04-01,966.5,0,1
131,22,2024-05-01,1098.39,1,0
132,22,2024-06-01,1029.63,1,0
133,23,2024-01-01,667.3,1,0
134,23,2024-02-01,696.6,1,0
135,23,2024-03-01,668.78,1,0
136,23,2024-04-01,568.77,1,0
137,23,2024-05-01,637.33,0,0
138,23,2024-06-01,568.01,1,1
139,24,2024-01-01,2083.89,1,0
140,24,2024-02-01,1967.93,1,0
141,24,2024-03-01,2055.82,1,0
142,24,2024-04-01,1993.23,1,0
143,24,2024-05-01,2067.96,1,0
144,24,2024-06-01,2080.66,1,0
145,25,2024-01-01,394.26,1,0
146,25,2024-02-01,335.69,1,0
147,25,2024-03-01,282.64,1,0
148,25,2024-04-01,304.13,1,0
149,25,2024-05-01,370.08,1,0
150,25,2024-06-01,371.76,1,0
151,26,2024-01-01,665.53,1,1
152,26,2024-02-01,556.89,1,0
153,26,2024-03-01,650.1,1,0
154,26,2024-04-01,621.85,1,0
155,26,2024-05-01,662.24,1,0
156,26,2024-06-01,591.49,1,0
157,27,2024-01-01,1017.96,1,0
158,27,2024-02-01,1013.39,1,0
159,27,2024-03-01,992.43,1,0
160,27,2024-04-01,974.78,1,0
161,27,2024-05-01,1052.44,1,0
162,27,2024-06-01,964.88,1,0
163,28,2024-01-01,339.36,1,0
164,28,2024-02-01,275.57,1,0
165,28,2024-03-01,362.17,1,0
166,28,2024-04-01,387.62,1,0
167,28,2024-05-01,342.68,1,0
168,28,2024-06-01,271.64,1,0
169,29,2024-01-01,324.21,1,0
170,29,2024-02-01,370.65,1,0
171,29,2024-03-01,261.65,1,1
172,29,2024-04-01,355.14,1,0
173,29,2024-05-01,340.47,1,0
174,29,2024-06-01,307.11,1,0
175,30,2024-01-01,2070.98,1,0
176,30,2024-02-01,2059.82,1,0
177,30,2024-03-01,2045.9,1,0
178,30,2024-04-01,2003.39,1,0
179,30,2024-05-01,2091.15,1,0
180,30,2024-06-01,1969.63,1,0
181,31,2024-01-01,684.6,1,0
182,31,2024-02-01,634.56,1,0
183,31,2024-03-01,665.72,1,0
184,31,2024-04-01,573.31,1,0
185,31,2024-05-01,679.95,1,0
186,31,2024-06-01,604.68,1,0
187,32,2024-01-01,1969.64,1,0
188,32,2024-02-01,2053.41,1,0
189,32,2024-03-01,2016.29,0,1
190,32,2024-04-01,1987.39,1,0
191,32,2024-05-01,2058.09,1,1
192,32,2024-06-01,1992.22,1,1
193,33,2024-01-01,658.94,1,0
194,33,2024-02-01,659.28,1,1
195,33,2024-03-01,630.9,1,0
196,33,2024-04-01,665.87,1,0
197,33,2024-05-01,643.76,1,1
198,33,2024-06-01,665.43,1,0
199,34,2024-01-01,2083.2,1,0
200,34,2024-02-01,2023.43,1,0
201,34,2024-03-01,2026.89,1,0
202,34,2024-04-01,1960.84,1,0
203,34,2024-05-01,2030.82,1,1
204,34,2024-06-01,2048.14,1,0
205,35,2024-01-01,1015.59,1,0
206,35,2024-02-01,1004.04,1,0
207,35,2024-03-01,1093.08,0,0
208,35,2024-04-01,1026.66,1,1
209,35,2024-05-01,1065.24,1,0
210,35,2024-06-01,1040.78,1,0
211,36,2024-01-01,1069.55,1,0
212,36,2024-02-01,961.93,1,0
213,36,2024-03-01,1056.83,1,0
214,36,2024-04-01,1072.5,1,0
215,36,2024-05-01,1045.35,1,0
216,36,2024-06-01,1000.68,1,0
217,37,2024-01-01,1047.81,1,0
218,37,2024-02-01,1075.38,1,0
219,37,2024-03-01,953.26,0,0
220,37,2024-04-01,1035.52,1,0
221,37,2024-05-01,1011.49,1,0
222,37,2024-06-01,1043.07,1,0
223,38,2024-01-01,970.13,1,0
224,38,2024-02-01,1078.62,1,0
225,38,2024-03-01,1084.35,1,0
226,38,2024-04-01,1057.17,1,0
227,38,2024-05-01,1098.4,1,0
228,38,2024-06-01,1023.61,1,0
229,39,2024-01-01,960.03,1,0
230,39,2024-02-01,990.96,1,0
231,39,2024-03-01,966.82,1,0
232,39,2024-04-01,1068.23,1,0
233,39,2024-05-01,1062.24,1,0
234,39,2024-06-01,1024.01,0,0
235,40,2024-01-01,695.98,1,0
236,40,2024-02-01,657.8,1,1
237,40,2024-03-01,620.19,1,0
238,40,2024-04-01,665.42,1,0
239,40,2024-05-01,636.53,1,0
240,40,2024-06-01,641.96,1,0
241,41,2024-01-01,640.51,1,0
242,41,2024-02-01,632.71,1,0
243,41,2024-03-01,593.64,1,0
244,41,2024-04-01,654.75,1,0
245,41,2024-05-01,689.06,1,0
246,41,2024-06-01,567.28,1,0
247,42,2024-01-01,385.98,1,0
248,42,2024-02-01,275.37,1,0
249,42,2024-03-01,308.55,1,0
250,42,2024-04-01,393.32,1,0
251,42,2024-05-01,250.39,1,1
252,42,2024-06-01,396.45,1,0
253,43,2024-01-01,988.12,1,0
254,43,2024-02-01,1092.11,1,0
255,43,2024-03-01,950.72,1,0
256,43,2024-04-01,958.32,1,0
257,43,2024-05-01,1009.81,1,0
258,43,2024-06-01,1054.53,1,1
259,44,2024-01-01,633.59,1,0
260,44,2024-02-01,595.23,0,0
261,44,2024-03-01,549.45,1,1
262,44,2024-04-01,612.55,1,0
263,44,2024-05-01,558.04,1,0
264,44,2024-06-01,619.81,1,0
265,45,2024-01-01,2072.5,1,0
266,45,2024-02-01,1990.35,1,0
267,45,2024-03-01,1965.93,1,0
268,45,2024-04-01,2063.91,1,1
269,45,2024-05-01,1979.91,1,1
270,45,2024-06-01,2038.67,1,1
271,46,2024-01-01,1062.16,1,0
272,46,2024-02-01,994.11,1,0
273,46,2024-03-01,1086.21,1,0
274,46,2024-04-01,1032.59,1,0
275,46,2024-05-01,979.5,1,0
276,46,2024-06-01,1076.07,1,0
277,47,2024-01-01,331.81,1,0
278,47,2024-02-01,329.05,1,0
279,47,2024-03-01,325.92,1,1
280,47,2024-04-01,396.2,1,0
281,47,2024-05-01,386.15,1,0
282,47,2024-06-01,333.38,1,0
283,48,2024-01-01,2086.53,1,0
284,48,2024-02-01,1957.81,0,0
285,48,2024-03-01,2090.78,1,0
286,48,2024-04-01,2010.86,1,0
287,48,2024-05-01,2055.08,0,0
288,48,2024-06-01,2004.98,1,0
289,49,2024-01-01,333.75,1,0
290,49,2024-02-01,351.61,1,0
291,49,2024-03-01,377.73,1,1
292,49,2024-04-01,305.89,1,1
293,49,2024-05-01,250.42,1,0
294,49,2024-06-01,314.09,1,0
295,50,2024-01-01,602.37,1,0
296,50,2024-02-01,650.95,1,1
297,50,2024-03-01,641.79,1,0
298,50,2024-04-01,561.31,1,0
299,50,2024-05-01,644.09,1,0
300,50,2024-06-01,564.98,0,0
301,51,2024-01-01,2034.79,1,0
302,51,2024-02-01,1969.83,1,0
303,51,2024-03-01,1958.49,1,0
304,51,2024-04-01,2021.63,1,0
305,51,2024-05-01,1985.99,1,0
306,51,2024-06-01,1978.33,1,0
307,52,2024-01-01,286.9,1,0
308,52,2024-02-01,305.55,1,0
309,52,2024-03-01,336.34,1,0
310,52,2024-04-01,379.45,1,1
311,52,2024-05-01,394.26,1,0
312,52,2024-06-01,338.07,1,1
313,53,2024-01-01,2021.42,1,0
314,53,2024-02-01,1961.88,1,0
315,53,2024-03-01,2001.25,1,0
316,53,2024-04-01,2027.17,1,1
317,53,2024-05-01,2057.3,1,1
318,53,2024-06-01,1955.7,1,1
319,54,2024-01-01,654.71,1,0
320,54,2024-02-01,670.31,1,1
321,54,2024-03-01,679.8,1,0
322,54,2024-04-01,617.63,1,0
323,54,2024-05-01,628.16,1,0
324,54,2024-06-01,640.7,1,0
325,55,2024-01-01,641.91,1,0
326,55,2024-02-01,621.69,1,0
327,55,2024-03-01,633.24,1,0
328,55,2024-04-01,622.76,1,0
329,55,2024-05-01,574.09,1,0
330,55,2024-06-01,582.08,0,0
331,56,2024-01-01,378.33,1,0
332,56,2024-02-01,266.61,1,0
333,56,2024-03-01,359.64,1,0
334,56,2024-04-01,340.54,1,0
335,56,2024-05-01,366.73,1,0
336,56,2024-06-01,334.51,1,0
337,57,2024-01-01,305.28,1,0
338,57,2024-02-01,364.33,1,0
339,57,2024-03-01,353.21,1,0
340,57,2024-04-01,322.21,1,0
341,57,2024-05-01,376.08,1,0
342,57,2024-06-01,344.23,1,0
343,58,2024-01-01,604.78,1,0
344,58,2024-02-01,608.45,1,0
345,58,2024-03-01,584.12,1,0
346,58,2024-04-01,549.16,1,0
347,58,2024-05-01,582.93,1,1
348,58,2024-06-01,653.34,1,0
349,59,2024-01-01,962.0,1,0
350,59,2024-02-01,1037.44,1,0
351,59,2024-03-01,996.18,1,0
352,59,2024-04-01,961.64,1,0
353,59,2024-05-01,1040.14,1,0
354,59,2024-06-01,1076.18,1,0
355,60,2024-01-01,954.97,1,0
356,60,2024-02-01,1024.99,1,0
357,60,2024-03-01,1011.31,1,1
358,60,2024-04-01,1029.48,1,0
359,60,2024-05-01,995.49,1,0
360,60,2024-06-01,1070.21,1,0
361,61,2024-01-01,299.25,1,0
362,61,2024-02-01,288.44,1,0
363,61,2024-03-01,323.42,1,1
364,61,2024-04-01,377.9,1,0
365,61,2024-05-01,365.0,1,0
366,61,2024-06-01,266.3,1,1
367,62,2024-01-01,659.94,1,0
368,62,2024-02-01,694.78,1,0
369,62,2024-03-01,658.87,1,0
370,62,2024-04-01,571.58,1,1
371,62,2024-05-01,630.23,1,0
372,62,2024-06-01,550.44,1,0
373,63,2024-01-01,637.78,1,0
374,63,2024-02-01,568.61,1,0
375,63,2024-03-01,687.91,1,0
376,63,2024-04-01,597.94,1,0
377,63,2024-05-01,690.53,1,0
378,63,2024-06-01,565.35,1,0
379,64,2024-01-01,1026.02,1,0
380,64,2024-02-01,1097.6,0,0
381,64,2024-03-01,1016.83,1,0
382,64,2024-04-01,1018.31,1,0
383,64,2024-05-01,950.79,1,0
384,64,2024-06-01,968.61,1,0
385,65,2024-01-01,1085.25,1,0
386,65,2024-02-01,971.29,1,0
387,65,2024-03-01,1046.09,1,0
388,65,2024-04-01,1020.85,1,0
389,65,2024-05-01,1011.89,1,0
390,65,2024-06-01,986.37,1,0
391,66,2024-01-01,964.02,1,0
392,66,2024-02-01,1071.44,1,1
393,66,2024-03-01,1098.46,1,0
394,66,2024-04-01,1068.61,1,0
395,66,2024-05-01,1075.78,1,0
396,66,2024-06-01,1069.93,1,0
397,67,2024-01-01,600.11,1,0
398,67,2024-02-01,679.23,1,0
399,67,2024-03-01,654.7,1,1
400,67,2024-04-01,627.94,1,1
401,67,2024-05-01,654.68,1,0
402,67,2024-06-01,599.48,1,0
403,68,2024-01-01,588.78,1,1
404,68,2024-02-01,587.5,1,1
405,68,2024-03-01,606.89,1,0
406,68,2024-04-01,681.68,1,0
407,68,2024-05-01,630.9,1,0
408,68,2024-06-01,678.61,1,0
409,69,2024-01-01,957.03,1,0
410,69,2024-02-01,1010.39,1,0
411,69,2024-03-01,1030.02,1,0
412,69,2024-04-01,963.39,1,0
413,69,2024-05-01,1022.64,1,1
414,69,2024-06-01,962.14,1,0
415,70,2024-01-01,1961.86,1,0
416,70,2024-02-01,2094.61,1,0
417,70,2024-03-01,2075.12,1,0
418,70,2024-04-01,2029.33,1,0
419,70,2024-05-01,2081.25,1,1
420,70,2024-06-01,2084.42,1,0
421,71,2024-01-01,2033.4,1,0
422,71,2024-02-01,2029.35,1,0
423,71,2024-03-01,2006.46,1,0
424,71,2024-04-01,1954.62,1,0
425,71,2024-05-01,2040.3,1,1
426,71,2024-06-01,2082.44,1,0
427,72,2024-01-01,680.28,1,1
428,72,2024-02-01,553.96,1,0
429,72,2024-03-01,578.87,1,0
430,72,2024-04-01,608.54,1,0
431,72,2024-05-01,585.29,1,0
432,72,2024-06-01,693.08,1,0
433,73,2024-01-01,286.86,1,0
434,73,2024-02-01,394.05,1,0
435,73,2024-03-01,305.47,1,0
436,73,2024-04-01,319.0,1,0
437,73,2024-05-01,308.57,1,0
438,73,2024-06-01,348.35,1,0
439,74,2024-01-01,636.45,1,0
440,74,2024-02-01,600.48,1,0
441,74,2024-03-01,644.75,1,0
442,74,2024-04-01,602.77,1,0
443,74,2024-05-01,647.64,1,0
444,74,2024-06-01,619.62,1,0
445,75,2024-01-01,1079.63,1,0
446,75,2024-02-01,1000.4,1,0
447,75,2024-03-01,1097.0,1,0
448,75,2024-04-01,976.05,1,0
449,75,2024-05-01,1097.0,1,1
450,75,2024-06-01,1016.81,1,0
451,76,2024-01-01,1964.41,1,0
452,76,2024-02-01,1958.79,0,0
453,76,2024-03-01,2017.39,1,0
454,76,2024-04-01,2014.05,1,0
455,76,2024-05-01,2098.42,1,0
456,76,2024-06-01,1973.73,1,0
457,77,2024-01-01,567.54,1,0
458,77,2024-02-01,579.82,1,1
459,77,2024-03-01,612.13,1,0
460,77,2024-04-01,642.42,1,0
461,77,2024-05-01,683.79,1,0
462,77,2024-06-01,591.41,1,0
463,78,2024-01-01,263.97,1,1
464,78,2024-02-01,292.59,1,0
465,78,2024-03-01,359.78,1,0
466,78,2024-04-01,255.88,1,0
467,78,2024-05-01,274.58,1,0
468,78,2024-06-01,342.27,1,1
469,79,2024-01-01,1958.5,1,1
470,79,2024-02-01,2079.25,1,0
471,79,2024-03-01,2057.57,1,0
472,79,2024-04-01,2079.97,1,0
473,79,2024-05-01,2041.74,1,0
474,79,2024-06-01,2021.29,1,0
475,80,2024-01-01,2069.19,1,0
476,80,2024-02-01,2016.06,1,0
477,80,2024-03-01,2047.01,1,0
478,80,2024-04-01,2032.57,0,1
479,80,2024-05-01,2039.63,1,0
480,80,2024-06-01,2025.25,1,0
481,81,2024-01-01,631.98,1,0
482,81,2024-02-01,687.66,1,0
483,81,2024-03-01,652.77,1,0
484,81,2024-04-01,564.53,1,0
485,81,2024-05-01,597.28,1,0
486,81,2024-06-01,640.35,1,0
487,82,2024-01-01,2050.14,1,0
488,82,2024-02-01,2080.62,1,1
489,82,2024-03-01,1964.97,1,1
490,82,2024-04-01,1957.49,1,0
491,82,2024-05-01,2096.53,1,0
492,82,2024-06-01,1958.3,1,0
493,83,2024-01-01,2096.52,1,0
494,83,2024-02-01,2059.26,1,1
495,83,2024-03-01,1990.87,1,0
496,83,2024-04-01,2075.9,0,0
497,83,2024-05-01,2089.62,0,0
498,83,2024-06-01,2038.53,1,0
499,84,2024-01-01,1030.04,1,0
500,84,2024-02-01,1072.32,1,0
501,84,2024-03-01,1015.83,0,0
502,84,2024-04-01,977.88,1,0
503,84,2024-05-01,974.11,1,0
504,84,2024-06-01,950.1,1,0
505,85,2024-01-01,354.13,1,0
506,85,2024-02-01,264.92,1,0
507,85,2024-03-01,261.98,1,0
508,85,2024-04-01,308.27,1,0
509,85,2024-05-01,329.02,1,0
510,85,2024-06-01,368.62,1,0
511,86,2024-01-01,641.53,1,1
512,86,2024-02-01,649.65,1,1
513,86,2024-03-01,661.66,1,0
514,86,2024-04-01,645.7,1,0
515,86,2024-05-01,586.6,1,0
516,86,2024-06-01,691.73,1,0
517,87,2024-01-01,2018.43,1,0
518,87,2024-02-01,2031.75,1,0
519,87,2024-03-01,2075.27,1,0
520,87,2024-04-01,2029.79,1,0
521,87,2024-05-01,1960.47,1,1
522,87,2024-06-01,2025.08,0,0
523,88,2024-01-01,258.43,1,1
524,88,2024-02-01,280.02,1,0
525,88,2024-03-01,319.45,1,1
526,88,2024-04-01,396.09,1,0
527,88,2024-05-01,327.21,1,0
528,88,2024-06-01,288.5,1,0
529,89,2024-01-01,2048.17,1,0
530,89,2024-02-01,1966.0,1,0
531,89,2024-03-01,2037.62,1,0
532,89,2024-04-01,1985.55,1,0
533,89,2024-05-01,1969.21,1,0
534,89,2024-06-01,1971.03,1,0
535,90,2024-01-01,551.48,1,0
536,90,2024-02-01,651.66,1,0
537,90,2024-03-01,575.61,1,0
538,90,2024-04-01,680.66,1,0
539,90,2024-05-01,562.98,1,0
540,90,2024-06-01,629.89,0,0
541,91,2024-01-01,2005.25,1,0
542,91,2024-02-01,2010.33,1,0
543,91,2024-03-01,2036.81,1,0
544,91,2024-04-01,2033.7,1,0
545,91,2024-05-01,2008.62,1,0
546,91,2024-06-01,2032.63,1,0
547,92,2024-01-01,304.63,1,0
548,92,2024-02-01,388.6,1,0
549,92,2024-03-01,291.97,1,1
550,92,2024-04-01,365.04,1,0
551,92,2024-05-01,250.61,1,0
552,92,2024-06-01,326.72,1,0
553,93,2024-01-01,1988.17,1,1
554,93,2024-02-01,1959.86,1,0
555,93,2024-03-01,2069.44,1,0
556,93,2024-04-01,2070.97,1,0
557,93,2024-05-01,2093.91,1,0
558,93,2024-06-01,2062.62,1,0
559,94,2024-01-01,1083.15,1,0
560,94,2024-02-01,1051.47,1,0
561,94,2024-03-01,978.95,1,0
562,94,2024-04-01,980.02,1,0
563,94,2024-05-01,1041.79,1,1
564,94,2024-06-01,1087.03,1,0
565,95,2024-01-01,950.77,1,0
566,95,2024-02-01,997.82,1,0
567,95,2024-03-01,1031.28,1,0
568,95,2024-04-01,1040.96,1,0
569,95,2024-05-01,980.58,1,0
570,95,2024-06-01,1077.15,1,0
571,96,2024-01-01,2052.58,1,0
572,96,2024-02-01,2020.48,1,0
573,96,2024-03-01,1999.2,1,0
574,96,2024-04-01,2088.78,1,1
575,96,2024-05-01,1967.19,1,0
576,96,2024-06-01,1978.84,1,0
577,97,2024-01-01,1996.02,1,0
578,97,2024-02-01,2039.81,1,0
579,97,2024-03-01,2066.15,1,0
580,97,2024-04-01,2027.14,1,0
581,97,2024-05-01,2077.13,1,0
582,97,2024-06-01,1986.75,1,0
583,98,2024-01-01,268.69,1,1
584,98,2024-02-01,348.53,1,0
585,98,2024-03-01,320.42,1,0
586,98,2024-04-01,289.86,1,0
587,98,2024-05-01,353.64,1,0
588,98,2024-06-01,343.66,1,0
589,99,2024-01-01,608.21,1,0
590,99,2024-02-01,607.46,1,0
591,99,2024-03-01,612.34,1,0
592,99,2024-04-01,685.49,1,0
593,99,2024-05-01,591.7,1,0
594,99,2024-06-01,610.94,1,0
595,100,2024-01-01,600.29,1,0
596,100,2024-02-01,698.69,1,0
597,100,2024-03-01,598.54,1,0
598,100,2024-04-01,557.41,1,1
599,100,2024-05-01,619.52,1,0
600,100,2024-06-01,671.59,1,0
601,101,2024-01-01,308.37,1,0
602,101,2024-02-01,336.16,1,0
603,101,2024-03-01,272.25,1,0
604,101,2024-04-01,323.99,1,0
605,101,2024-05-01,394.45,1,1
606,101,2024-06-01,302.33,1,0
607,102,2024-01-01,1990.3,1,0
608,102,2024-02-01,2032.18,1,0
609,102,2024-03-01,1993.35,1,0
610,102,2024-04-01,1949.11,1,0
611,102,2024-05-01,1976.83,0,0
612,102,2024-06-01,2065.4,1,0
613,103,2024-01-01,339.89,1,0
614,103,2024-02-01,280.31,1,0
615,103,2024-03-01,260.99,1,1
616,103,2024-04-01,332.7,1,0
617,103,2024-05-01,304.36,1,0
618,103,2024-06-01,288.87,0,1
619,104,2024-01-01,629.09,1,0
620,104,2024-02-01,684.37,1,0
621,104,2024-03-01,675.73,1,0
622,104,2024-04-01,672.92,1,0
623,104,2024-05-01,630.84,1,0
624,104,2024-06-01,660.69,1,0
625,105,2024-01-01,1080.97,1,0
626,105,2024-02-01,967.08,1,0
627,105,2024-03-01,1076.42,1,0
628,105,2024-04-01,1043.83,1,0
629,105,2024-05-01,996.9,1,0
630,105,2024-06-01,1053.67,1,0
631,106,2024-01-01,664.45,1,0
632,106,2024-02-01,672.24,1,0
633,106,2024-03-01,615.07,1,0
634,106,2024-04-01,651.8,1,0
635,106,2024-05-01,561.87,1,0
636,106,2024-06-01,642.15,1,0
637,107,2024-01-01,667.38,1,1
638,107,2024-02-01,647.21,0,0
639,107,2024-03-01,589.7,1,0
640,107,2024-04-01,678.64,0,0
641,107,2024-05-01,646.41,1,0
642,107,2024-06-01,695.49,1,0
643,108,2024-01-01,312.97,1,0
644,108,2024-02-01,316.38,1,0
645,108,2024-03-01,336.15,1,0
646,108,2024-04-01,269.72,1,0
647,108,2024-05-01,385.43,1,0
648,108,2024-06-01,364.51,1,0
649,109,2024-01-01,663.37,1,0
650,109,2024-02-01,634.06,1,0
651,109,2024-03-01,652.11,1,0
652,109,2024-04-01,620.49,1,0
653,109,2024-05-01,655.8,1,0
654,109,2024-06-01,622.72,1,0
655,110,2024-01-01,627.1,1,0
656,110,2024-02-01,555.36,1,0
657,110,2024-03-01,608.34,1,0
658,110,2024-04-01,626.42,1,1
659,110,2024-05-01,592.68,1,0
660,110,2024-06-01,673.14,1,0
661,111,2024-01-01,562.68,1,0
662,111,2024-02-01,561.8,1,0
663,111,2024-03-01,695.28,1,0
664,111,2024-04-01,631.55,0,0
665,111,2024-05-01,599.28,1,0
666,111,2024-06-01,573.32,1,0
667,112,2024-01-01,260.91,1,0
668,112,2024-02-01,331.1,1,0
669,112,2024-03-01,372.79,0,0
670,112,2024-04-01,346.99,0,0
671,112,2024-05-01,349.05,1,0
672,112,2024-06-01,387.06,0,0
673,113,2024-01-01,653.19,1,0
674,113,2024-02-01,627.7,1,0
675,113,2024-03-01,565.4,1,0
676,113,2024-04-01,697.08,1,0
677,113,2024-05-01,689.08,1,0
678,113,2024-06-01,640.33,1,0
679,114,2024-01-01,1045.85,1,0
680,114,2024-02-01,1082.81,1,0
681,114,2024-03-01,1066.6,1,0
682,114,2024-04-01,1074.27,1,0
683,114,2024-05-01,996.33,1,0
684,114,2024-06-01,1051.82,1,0
685,115,2024-01-01,673.42,1,0
686,115,2024-02-01,575.25,1,1
687,115,2024-03-01,579.31,1,0
688,115,2024-04-01,668.85,1,0
689,115,2024-05-01,600.02,1,0
690,115,2024-06-01,595.55,1,0
691,116,2024-01-01,2035.63,1,0
692,116,2024-02-01,1997.13,1,0
693,116,2024-03-01,1996.87,1,1
694,116,2024-04-01,1971.4,1,1
695,116,2024-05-01,2042.44,1,0
696,116,2024-06-01,2001.55,1,0
697,117,2024-01-01,651.67,1,0
698,117,2024-02-01,583.75,1,0
699,117,2024-03-01,641.54,1,0
700,117,2024-04-01,653.94,1,0
701,117,2024-05-01,681.36,1,1
702,117,2024-06-01,620.3,1,0
703,118,2024-01-01,300.11,1,0
704,118,2024-02-01,366.65,1,0
705,118,2024-03-01,330.68,1,0
706,118,2024-04-01,260.68,1,0
707,118,2024-05-01,321.99,1,0
708,118,2024-06-01,332.26,1,0
709,119,2024-01-01,655.77,1,0
710,119,2024-02-01,580.68,1,0
711,119,2024-03-01,632.31,1,0
712,119,2024-04-01,611.59,1,0
713,119,2024-05-01,567.83,0,0
714,119,2024-06-01,570.6,1,0
715,120,2024-01-01,319.33,1,0
716,120,2024-02-01,359.07,1,0
717,120,2024-03-01,368.73,1,1
718,120,2024-04-01,387.43,1,0
719,120,2024-05-01,333.56,1,0
